0;0;0;0;land;false;unknown;0
1;154;231;247;land;false;hills;1
2;224;239;239;land;false;mountain;1
3;179;173;215;land;false;hills;1
4;192;230;241;land;false;mountain;1
5;239;229;166;land;false;mountain;1
6;177;245;176;land;false;hills;1
7;253;149;154;land;false;desert;1
8;101;202;208;land;true;mountain;1
9;159;174;176;land;false;hills;1
10;195;192;114;land;false;hills;1
11;252;230;24;land;false;plains;1
12;238;160;209;land;false;hills;1
13;211;252;191;land;false;hills;1
14;229;217;148;land;false;hills;1
15;226;70;208;land;false;mountain;1
16;246;140;127;land;false;hills;1
17;253;240;247;land;false;plains;1
18;169;164;198;land;false;mountain;1
19;103;246;160;land;false;mountain;1
20;224;248;186;land;false;hills;1
21;112;226;203;land;false;hills;1
22;197;244;169;land;false;mountain;1
23;242;202;153;land;false;hills;1
24;241;173;177;land;false;plains;1
25;215;194;147;land;true;hills;1
26;173;128;203;land;false;mountain;1
27;233;229;42;land;false;hills;1
28;160;238;208;land;false;mountain;1
29;181;105;231;land;false;mountain;1
30;179;238;254;land;false;desert;1
31;226;222;100;land;false;hills;1
32;108;188;237;land;false;desert;1
33;187;207;199;land;false;hills;1
34;195;233;142;land;true;mountain;1
35;136;168;228;land;false;mountain;1
36;222;174;228;land;false;mountain;1
37;161;253;234;land;false;hills;1
38;44;254;231;land;false;hills;1
39;193;198;183;land;false;mountain;1
40;236;164;113;land;false;plains;1
41;223;119;228;land;false;hills;1
42;234;97;182;land;false;plains;1
43;188;239;115;land;false;mountain;1
44;142;236;171;land;false;hills;1
45;222;94;251;land;false;plains;1
46;157;212;190;land;false;hills;1
47;213;246;111;land;false;mountain;1
48;130;250;123;land;false;hills;1
49;71;249;235;land;false;mountain;1
50;205;205;142;land;false;hills;1
51;48;234;238;land;false;hills;1
52;230;234;153;land;false;hills;1
53;191;118;229;land;false;mountain;1
54;231;131;154;land;false;desert;1
55;208;117;233;land;false;hills;1
56;236;246;170;land;false;hills;1
57;210;135;213;land;false;hills;1
58;40;225;249;land;false;hills;1
59;148;219;177;land;false;mountain;1
60;144;253;200;land;false;mountain;1
61;247;187;206;land;true;hills;1
62;254;198;208;land;false;mountain;1
63;78;206;222;land;false;hills;1
64;166;213;149;land;false;hills;1
65;173;167;168;land;false;plains;1
66;212;115;213;land;false;plains;1
67;225;225;147;land;false;mountain;1
68;227;178;196;land;false;hills;1
69;226;180;147;land;false;hills;1
70;97;236;188;land;false;desert;1
71;227;243;60;land;true;plains;1
72;238;230;184;land;true;hills;1
73;205;226;109;land;false;mountain;1
74;228;188;91;land;false;mountain;1
75;153;186;239;land;false;hills;1
76;216;186;250;land;false;desert;1
77;216;197;240;land;false;mountain;1
78;251;147;141;land;true;plains;1
79;128;219;245;land;true;mountain;1
80;224;233;159;land;false;hills;1
81;249;218;153;land;false;mountain;1
82;213;185;214;land;false;mountain;1
83;220;155;197;land;false;desert;1
84;201;193;119;land;false;mountain;1
85;240;247;219;land;false;mountain;1
86;219;135;229;land;false;hills;1
87;186;131;205;land;true;mountain;1
88;241;196;106;land;true;hills;1
89;225;64;243;land;false;mountain;1
90;155;235;254;land;false;hills;1
91;192;93;243;land;false;mountain;1
92;176;111;228;land;false;plains;1
93;227;246;199;land;false;hills;1
94;228;167;171;land;false;mountain;1
95;165;213;140;land;false;hills;1
96;185;159;216;land;false;hills;1
97;194;212;186;land;false;hills;1
98;223;149;217;land;false;mountain;1
99;224;164;162;land;false;hills;1
100;246;129;198;land;false;hills;1
101;232;212;70;land;false;mountain;1
102;254;186;87;land;false;mountain;1
103;139;221;181;land;false;hills;1
104;170;240;178;land;false;hills;1
105;240;215;112;land;false;desert;1
106;156;198;162;land;false;plains;1
107;245;249;32;land;false;mountain;1
108;184;218;106;land;false;hills;1
109;252;72;237;land;false;plains;1
110;148;248;111;land;true;hills;1
111;195;176;214;land;false;hills;1
112;208;235;232;land;true;hills;1
113;120;159;236;land;false;hills;1
114;84;169;248;land;false;plains;1
115;209;119;251;land;false;plains;1
116;61;244;253;land;false;mountain;1
117;180;214;243;land;false;mountain;1
118;229;133;158;land;false;desert;1
119;237;242;152;land;false;mountain;1
120;251;198;254;land;false;hills;1
121;153;204;155;land;false;mountain;1
122;206;210;112;land;false;mountain;1
123;167;213;196;land;false;plains;1
124;218;254;115;land;false;desert;1
125;219;204;248;land;false;hills;1
126;106;227;228;land;false;desert;1
127;217;220;89;land;true;hills;1
128;156;245;233;land;false;desert;1
129;85;253;169;land;false;hills;1
130;152;191;203;land;false;mountain;1
131;249;148;247;land;false;desert;1
132;181;247;79;land;false;hills;1
133;201;220;221;land;false;hills;1
134;214;225;189;land;false;hills;1
135;189;174;211;land;false;mountain;1
136;211;221;125;land;false;hills;1
137;213;168;186;land;false;hills;1
138;233;250;217;land;false;hills;1
139;139;209;171;land;false;plains;1
140;219;231;103;land;false;hills;1
141;132;206;247;land;false;hills;1
142;236;224;92;land;false;plains;1
143;143;228;234;land;false;plains;1
144;227;225;251;land;false;mountain;1
145;167;180;160;land;false;hills;1
146;186;110;222;land;true;hills;1
147;232;198;109;land;true;hills;1
148;142;167;194;land;false;hills;1
149;162;231;165;land;false;mountain;1
150;251;143;158;land;false;mountain;1
151;83;243;182;land;false;hills;1
152;205;181;229;land;false;mountain;1
153;162;165;237;land;false;mountain;1
154;227;253;104;land;false;desert;1
155;85;201;240;land;false;plains;1
156;229;252;190;land;false;desert;1
157;97;254;192;land;true;hills;1
158;247;160;160;land;false;mountain;1
159;139;216;186;land;true;hills;1
160;150;238;247;land;false;hills;1
161;234;114;154;land;false;mountain;1
162;183;246;136;land;true;hills;1
163;155;201;229;land;false;mountain;1
164;188;244;205;land;false;hills;1
165;138;252;165;land;false;mountain;1
166;229;152;133;land;false;mountain;1
167;232;81;214;land;false;mountain;1
168;208;154;199;land;false;mountain;1
169;135;195;220;land;false;mountain;1
170;121;206;205;land;false;hills;1
171;83;251;248;land;false;hills;1
172;173;254;84;land;false;desert;1
173;212;93;235;land;false;hills;1
174;216;78;248;land;false;mountain;1
175;176;208;237;land;false;hills;1
176;195;216;118;land;false;plains;1
177;224;149;147;land;false;mountain;1
178;60;230;221;land;false;mountain;1
179;238;161;149;land;false;mountain;1
180;235;88;250;land;false;hills;1
181;231;201;127;land;false;hills;1
182;219;174;230;land;false;plains;1
183;151;209;183;land;false;hills;1
184;213;231;75;land;false;plains;1
185;98;225;242;land;true;mountain;1
186;240;172;94;land;false;desert;1
187;196;134;174;land;true;hills;1
188;222;252;122;land;false;hills;1
189;249;251;83;land;false;mountain;1
190;212;161;143;land;false;hills;1
191;208;200;162;land;false;hills;1
192;220;184;121;land;false;desert;1
193;219;34;250;land;false;plains;1
194;239;134;173;land;false;hills;1
195;134;235;168;land;false;hills;1
196;111;248;205;land;false;hills;1
197;249;88;221;land;false;hills;1
198;252;166;136;land;false;hills;1
199;236;200;199;land;false;hills;1
200;156;185;224;land;false;hills;1
201;192;231;179;land;true;plains;1
